circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,الاتحاد الوطني الحر,الارتقاء,الاصلاح و المصالحة,التحدي,التيار الديمقراطي,الثقافة و العمل,الجبهة الشعبية,الحركة الدستورية,الحزب الجمهوري,العلم,الكرامة,الللقاء الدستوري ,المؤتمر الشعبي,المؤتمر من أجل الجمهورية,المعتدلة المستقلة,تونس الزيتونة,تيار المحبة ,حركة الأنفتاح و الوفاء,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الغد,حزب المبادرة,نفزواة أولا,observers
19,6,4,71,3,577,374,700,0,326,326,374,700,0,0,367,3,4,374,0,False,18.15,0,3,1,1,1,5,1,193,1,1,0,0,5,0,8,0,0,2,0,0,0,4,121,18,0,1,0,1,حركة الشعب:1  حركة النهضة:1  الجبهة الشعبية:1  
19,6,4,71,2,577,482,700,0,218,218,482,700,0,0,470,7,5,482,0,False,0,21.20,1,2,0,0,6,2,229,3,3,0,2,5,1,9,0,1,2,2,0,0,10,157,30,1,0,3,1,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
19,6,4,71,1,577,481,700,4,215,219,481,700,0,0,438,30,13,481,0,False,,2035,4,3,1,1,2,8,148,2,2,2,0,3,1,7,3,2,6,1,0,0,14,176,40,6,3,2,1,الجبهة الشعبية:2  حركة النهضة:1  
19,6,3,70,3,469,252,600,2,347,349,251,600,0,1,246,2,3,251,0,True,1827,2027,42,0,0,2,3,1,8,3,2,0,2,4,0,24,3,1,5,0,1,0,20,96,25,2,0,1,1,الجبهة الشعبية:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:2  
19,6,3,70,2,469,307,500,2,191,193,307,500,0,0,292,6,9,307,0,False,19.45,20.30,33,8,0,5,2,0,15,7,3,1,0,5,3,23,0,0,1,0,0,0,36,104,40,0,0,3,3,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  الحركة الدستورية:1  حركة النهضة:1  حركة نداء تونس:1  :  
19,6,2,69,2,446,267,500,0,233,233,267,500,0,0,260,2,5,267,0,True,18.00,20.00,10,5,2,1,4,0,78,2,86,1,0,0,2,15,0,0,6,0,0,0,7,52,47,0,0,2,0,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
19,6,2,69,1,446,345,500,1,156,156,344,500,0,1,309,9,26,344,0,True,18.50,20.30,9,1,4,4,5,2,49,3,54,0,0,0,0,13,2,0,1,0,5,3,13,86,47,3,1,2,2,الجبهة الشعبية:1  حركة النهضة:1  
19,6,2,68,2,519,287,600,1,312,313,287,600,0,0,283,0,4,287,0,True,18.05,20.30,18,0,4,1,7,1,41,0,7,0,0,0,1,20,0,0,2,0,14,0,19,106,34,1,1,3,3,حركة الشعب:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
19,6,2,68,1,520,389,600,1,210,211,389,600,0,0,346,36,7,389,0,True,18.00,22.50,13,1,3,2,6,3,46,3,6,2,4,1,1,17,5,2,6,2,14,2,15,129,41,2,3,11,6,:  
19,6,1,67,3,407,225,501,0,276,276,225,501,0,0,217,2,6,225,0,False,"18,15","20,10",35,2,2,0,9,0,8,3,4,0,0,3,1,22,0,0,2,0,0,0,10,92,12,3,0,6,3,حركة الشعب:  الحركة الدستورية:  حركة النهضة:  حركة نداء تونس:  
19,6,1,67,2,409,274,500,0,226,226,274,500,0,0,254,7,13,274,0,True,"18,30","20,16",32,0,4,0,14,2,17,3,3,0,0,1,1,7,0,1,1,2,1,1,9,120,21,3,0,9,2,حركة النهضة:  حركة الشعب:  حركة نداء تونس:  الجبهة الشعبية:  حزب المبادرة:  
19,6,1,67,1,409,316,500,2,184,186,314,500,0,2,293,14,7,314,0,False,18,"19,55",31,34,7,3,15,2,9,4,3,1,2,2,2,11,4,4,4,1,0,0,19,116,23,5,1,14,6,حزب المبادرة:  حركة الشعب:  الاصلاح و المصالحة:  الجبهة الشعبية:  حركة النهضة:  
19,6,1,66,3,477,275,600,0,324,324,276,600,0,1,270,3,3,276,0,False,18:45,20:40,37,4,6,0,8,0,14,1,4,0,2,0,0,29,0,0,3,0,1,0,28,80,43,0,0,2,8,حركة النهضة:1  حركة نداء تونس:1  حزب المبادرة:1  حركة الشعب:1  الاتحاد الوطني الحر:1  
19,6,1,66,2,479,391,600,0,209,209,391,600,0,0,381,4,6,391,0,True,18.28,20.40,35,5,5,2,10,1,7,1,6,0,2,1,1,22,1,0,3,0,1,1,54,159,42,4,0,4,14,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة الشعب:1  الجبهة الشعبية:1  حركة النهضة:1  التيار الديمقراطي:1  نفزواة أولا:1  
19,6,1,66,1,479,388,600,1,213,214,386,600,0,2,370,11,5,386,0,True,19.30,21.45,20,8,5,3,11,2,17,7,6,1,2,1,2,23,1,1,7,2,0,0,32,148,44,2,0,15,10,حركة الشعب:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
19,4,6,49,1,289,224,400,0,176,176,224,400,0,0,206,15,3,224,0,True,18,"19,43",9,0,1,54,0,1,1,2,2,1,0,0,1,77,0,1,5,3,0,0,3,17,28,0,0,0,0,حركة النهضة:  الحزب الجمهوري:  المؤتمر من أجل الجمهورية:  حزب المبادرة:  
19,4,6,48,2,510,381,600,0,219,219,381,600,0,0,366,5,10,381,0,True,"18,30",21,20,1,3,4,3,2,17,5,0,0,0,0,2,155,1,2,11,0,0,0,57,50,25,0,0,6,2,حركة النهضة:  حركة الشعب:  الجبهة الشعبية:  حركة نداء تونس:  المؤتمر من أجل الجمهورية:  
19,4,6,48,1,511,435,600,0,165,165,435,600,0,0,387,29,19,435,0,True,"18,35","21,20",21,2,0,10,3,2,13,2,5,0,5,5,3,88,3,3,14,4,3,0,57,86,46,3,1,5,2,حركة النهضة:  حركة الشعب:  حركة نداء تونس:  الجبهة الشعبية:  الاتحاد الوطني الحر:  
19,4,5,47,1,377,256,500,0,244,244,256,500,0,0,238,9,9,256,0,False,18h35,20h20,18,2,3,12,2,1,1,0,2,0,0,0,1,85,0,1,12,1,0,0,22,42,28,1,0,3,1,المؤتمر من أجل الجمهورية:1  حزب المبادرة:1  حركة النهضة:1  حركة نداء تونس:1  
19,4,5,46,1,135,90,200,0,110,110,90,200,0,0,84,4,2,90,0,False,18h,19h,5,0,0,0,1,0,1,5,0,1,2,1,0,11,1,1,3,1,0,0,1,18,22,3,0,4,3,المؤتمر من أجل الجمهورية:1  حزب المبادرة:2  حركة النهضة:1  
19,4,5,45,1,368,269,500,0,231,231,269,500,0,0,250,13,6,269,0,False,18h30,21h51,8,3,2,10,2,0,2,0,5,0,1,3,0,106,0,1,6,1,0,0,0,37,47,0,0,15,1,المؤتمر من أجل الجمهورية:2  حزب المبادرة:1  حركة نداء تونس:1  حركة النهضة:1  
19,4,5,44,2,407,154,500,0,346,346,154,500,0,0,150,0,4,154,0,True,1810,1908,8,1,0,8,0,0,11,0,2,0,0,0,3,56,0,1,4,0,0,0,0,22,30,0,0,4,0,حركة نداء تونس:1  حركة النهضة:1  
19,4,5,44,1,407,275,500,1,224,225,275,500,0,0,241,18,16,276,0,False,1815,2010,6,2,0,9,5,1,0,0,2,0,2,0,4,57,2,0,2,2,1,1,3,42,72,3,2,20,3,المؤتمر من أجل الجمهورية:1  حزب المبادرة:1  حركة النهضة:1  
19,4,4,43,3,425,270,500,0,230,230,270,500,0,0,270,0,0,270,0,False,18:45,,11,0,0,18,0,0,0,0,1,0,2,0,3,87,1,0,1,0,0,0,14,113,18,0,0,1,0,الاتحاد الوطني الحر:1  حركة النهضة:2  المؤتمر من أجل الجمهورية:1  
19,4,4,43,2,427,323,500,1,177,178,322,500,0,1,315,3,4,322,0,False,18:15,20:56,9,0,1,11,3,0,0,0,0,0,1,0,2,81,0,0,3,3,1,1,12,162,21,1,0,3,0,حركة النهضة:1  حركة الشعب:1  
19,4,4,43,1,427,343,500,1,156,157,343,500,0,0,319,18,6,343,0,False,"18,10",,10,2,0,24,3,3,1,2,1,0,1,2,2,51,4,3,3,4,3,2,14,146,26,1,2,7,2,حركة النهضة:2  حركة الشعب:  المؤتمر من أجل الجمهورية:  
19,4,3,42,2,453,319,600,1,280,281,319,600,0,0,311,5,3,319,0,False,1820,2030,7,0,0,17,4,1,2,0,3,0,1,0,0,172,1,0,2,0,0,1,32,54,13,0,0,1,0,المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
19,4,3,42,1,454,366,600,0,234,234,366,600,0,0,336,7,23,366,0,False,19h,20h15,7,2,1,32,3,1,0,1,2,1,1,3,1,143,2,3,5,4,2,1,31,63,18,1,1,5,3,الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة الشعب:1  
19,4,3,41,3,427,247,500,0,253,253,247,500,0,0,238,2,7,247,0,False,18:30,20:19,7,0,0,1,1,0,1,0,0,1,1,0,3,122,0,1,8,1,0,0,32,43,14,1,0,0,1,المؤتمر من أجل الجمهورية:1  حزب المبادرة:1  حركة الشعب:1  حركة النهضة:1  
19,4,3,41,2,428,312,500,0,188,188,312,500,0,0,297,7,8,312,0,True,1852,2215,2,0,0,4,4,1,1,1,0,0,0,1,4,142,0,0,4,0,0,1,50,50,26,1,1,4,0,المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  حركة النهضة:1  حركة الشعب:1  
19,4,3,41,1,428,360,500,0,140,140,360,500,0,0,318,38,4,360,0,False,130,2230,5,0,1,7,6,3,1,0,4,1,0,1,4,119,1,1,9,0,1,2,41,52,43,2,2,9,3,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  
19,4,2,40,2,576,381,700,0,320,320,380,700,0,1,372,1,7,380,0,True,1830,2015,5,0,0,1,0,0,0,0,1,1,0,0,9,153,0,0,2,1,0,1,11,172,11,1,0,3,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
19,4,2,40,1,576,398,700,0,302,302,398,700,0,0,349,24,25,398,0,True,1820,2030,9,1,2,2,3,4,3,0,3,3,1,1,0,100,1,2,4,3,2,3,14,156,15,1,1,11,4,حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  المؤتمر من أجل الجمهورية:1  
19,4,2,39,1,248,177,300,0,123,123,177,300,0,0,165,6,6,177,0,False,1830,1945,10,0,0,1,0,0,2,0,0,0,0,1,0,62,0,1,3,0,0,0,9,69,3,1,1,1,1,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
19,4,2,38,1,324,256,400,1,143,144,256,400,0,0,241,11,4,256,0,True,18:00,19:48,7,0,0,0,1,0,0,0,0,2,0,1,1,66,0,0,0,0,1,0,11,134,12,0,1,4,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  
19,4,1,37,2,591,441,700,0,259,259,441,700,0,0,420,7,14,441,0,True,18.10,21.20,13,0,0,1,2,0,5,1,2,0,0,1,4,128,0,2,2,1,1,0,95,125,30,1,1,4,1,الاتحاد الوطني الحر:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حركة الشعب:1  حركة نداء تونس:1  
19,4,1,37,1,591,465,700,0,235,235,465,700,0,0,393,52,20,465,0,False,1830,2035,6,2,2,7,5,2,1,2,3,4,2,3,0,72,4,4,6,7,4,0,78,108,63,1,1,5,1,حركة الشعب:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  
19,1,5,9,2,474,292,598,0,306,306,292,598,0,0,286,5,1,292,0,True,1805,2120,5,0,0,0,1,0,0,0,1,0,0,0,3,103,0,1,1,0,0,0,29,113,24,2,1,2,0,حركة النهضة:1  حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  
19,1,5,9,1,475,372,600,2,226,228,372,600,0,0,357,12,3,372,0,False,"18,25","21,23",5,3,5,1,1,2,1,2,2,3,2,2,3,75,2,3,3,1,3,6,43,147,32,2,0,12,2,حركة النهضة:  المؤتمر من أجل الجمهورية:  الاتحاد الوطني الحر:  حركة نداء تونس:  
19,1,4,8,3,481,265,600,0,335,335,265,600,0,0,256,1,8,265,0,False,1820,1954,3,0,1,2,3,0,1,0,1,0,0,0,5,87,0,0,1,1,0,0,49,77,22,2,0,0,1,المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  حركة النهضة:1  
19,1,4,8,2,482,361,600,0,239,239,361,600,0,0,357,1,3,361,0,False,18:26,20:05,5,0,0,0,2,1,1,0,3,0,3,2,2,89,0,1,0,0,2,0,107,103,31,3,0,2,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  
19,1,4,8,1,482,395,600,0,205,205,395,600,0,0,342,44,9,395,0,True,18:30,20:55,5,2,1,4,4,0,2,0,2,3,1,0,4,63,0,3,9,4,4,0,82,90,44,2,1,10,2,حركة النهضة:1  حركة الشعب:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
19,1,3,7,1,101,55,200,0,145,145,55,200,0,0,48,3,4,55,0,False,18.00,19.00,1,0,0,0,0,0,0,1,1,2,0,0,0,7,0,0,3,0,0,1,2,11,18,0,0,1,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
19,1,3,6,3,471,204,600,0,396,396,204,600,0,0,200,2,2,204,0,False,1810,1945,5,0,1,0,0,0,3,0,0,10,1,24,0,66,0,0,0,0,0,0,26,63,24,0,0,1,0,حركة الشعب:1  حركة النهضة:1  حركة نداء تونس:1  
19,1,3,6,2,472,268,600,0,332,332,268,600,0,0,258,3,7,268,0,False,1810,2035,5,0,0,0,1,1,1,0,1,7,1,1,1,61,1,0,1,1,1,0,57,75,37,1,1,2,1,المؤتمر من أجل الجمهورية:1  حركة الشعب:1  حركة نداء تونس:1  حركة النهضة:1  
19,1,3,6,1,472,346,600,0,254,254,346,600,0,0,308,23,15,346,0,False,1800,2050,4,0,3,0,2,0,4,3,2,7,3,0,3,51,3,0,2,2,0,1,53,72,77,0,2,12,2,حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  
19,1,2,5,2,566,327,700,0,373,373,327,700,0,0,320,0,7,327,0,False,1850,2032,24,0,1,0,1,0,10,0,3,0,0,0,3,30,0,0,1,1,0,0,11,54,176,2,0,2,1,المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  حركة النهضة:2  
19,1,2,5,1,567,391,700,0,309,309,391,700,0,0,348,35,8,391,0,False,1837,2116,11,0,5,7,2,1,13,3,4,3,2,0,1,22,3,3,2,1,2,3,17,85,145,2,4,2,5,حركة النهضة:1  
19,1,2,4,2,467,240,600,0,360,360,240,600,0,0,236,2,2,240,0,False,1815,2130,10,1,2,0,0,0,8,0,3,0,0,0,1,43,0,0,2,0,0,1,7,60,93,0,1,2,2,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  حزب المبادرة:1  
19,1,2,4,1,468,319,600,0,281,281,319,600,0,0,299,15,5,319,0,False,18h,21h23,4,2,3,0,1,1,7,0,2,2,1,2,3,24,1,1,1,3,1,1,12,114,101,5,1,4,2,المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  حزب المبادرة:1  
19,1,1,3,2,398,243,500,1,256,257,243,500,0,0,238,2,3,243,0,False,"19,11","21,15",4,0,1,0,2,0,0,0,0,1,0,0,3,112,0,0,0,0,0,0,27,61,27,0,0,0,0,حركة الشعب:  المؤتمر من أجل الجمهورية:  حركة النهضة:  حركة نداء تونس:  
19,1,1,3,1,399,307,500,0,193,193,307,500,0,0,270,30,7,307,0,False,"19,16","21,32",5,0,1,0,5,1,1,0,2,1,2,0,1,90,0,2,3,2,1,3,27,85,38,0,0,0,0,حركة الشعب:2  حركة النهضة:  المؤتمر من أجل الجمهورية:  حركة نداء تونس:  حركة النهضة:  
19,1,1,2,3,559,322,700,0,378,378,322,700,0,0,315,6,1,322,0,False,18,"20,05",14,0,1,1,2,0,5,0,0,0,1,0,0,97,0,0,0,0,0,0,50,107,35,0,0,2,0,حركة الشعب:  حركة النهضة:  حركة نداء تونس:  حزب المبادرة:  
19,1,1,2,2,560,405,700,3,292,295,405,700,0,0,398,6,1,405,0,False,18h30,20h35,15,1,1,0,7,4,11,0,1,1,1,0,5,119,0,1,1,0,0,0,70,120,40,0,0,0,0,الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة الشعب:1  حزب المبادرة:1  
19,1,1,2,1,560,430,600,0,170,170,430,600,0,0,403,13,14,430,0,False,18h05,22h15,8,6,2,5,4,1,9,3,5,1,3,2,4,88,4,2,10,5,3,2,48,124,52,2,0,6,4,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  
19,1,1,1,4,518,275,600,2,323,325,275,600,0,0,269,3,3,275,0,False,18h,19h54,16,0,0,0,1,0,2,0,0,0,2,0,3,78,0,0,1,0,0,0,48,96,21,1,0,0,0,حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  حزب المبادرة:1  
19,1,1,1,3,520,355,600,0,245,245,355,600,0,0,347,4,4,355,0,True,18h30,20h45,6,0,0,0,3,2,3,0,1,0,1,0,0,97,0,0,1,0,1,0,81,108,42,0,0,1,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  
19,1,1,1,2,520,437,609,3,169,172,437,609,0,0,421,9,7,437,0,False,18h08,21h17,4,0,2,1,1,1,9,1,2,0,2,1,2,86,1,3,3,0,0,0,108,143,47,1,0,2,1,حركة الشعب:1  حركة النهضة:1  حركة نداء تونس:1  
19,1,1,1,1,520,399,600,4,198,202,398,600,0,1,348,41,9,398,0,False,1835,2055,8,4,0,1,4,2,9,1,3,5,0,1,0,73,1,1,7,0,0,1,64,87,64,3,2,5,2,حركة الشعب:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
19,2,4,19,3,524,342,600,0,258,258,342,600,0,0,341,0,1,342,0,False,"18,50","20,22",14,1,0,0,0,0,2,0,0,0,0,1,1,90,0,0,0,0,0,0,54,138,37,1,0,2,0,المؤتمر من أجل الجمهورية:  حزب المبادرة:  حركة الشعب:  حركة النهضة:  
19,2,4,19,2,525,419,600,1,180,181,419,600,0,0,411,4,4,419,0,True,18.18,20.56,4,0,0,3,2,1,4,0,0,0,0,0,1,106,0,0,1,0,0,0,64,169,54,0,0,2,0,حركة الشعب:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  
19,2,4,19,1,525,429,600,3,169,172,428,600,0,1,402,11,15,428,0,False,18.30,21.24,7,1,3,1,2,3,4,1,0,2,2,6,1,71,1,0,4,2,1,3,61,162,51,4,2,5,2,المؤتمر من أجل الجمهورية:1  حركة الشعب:1  حركة النهضة:1  
19,2,4,18,3,469,281,600,1,318,319,281,600,0,0,273,2,6,281,0,True,18.25,19.50,4,0,0,0,1,0,1,0,1,0,0,0,4,120,0,0,0,0,0,0,19,106,17,0,0,0,0,حركة النهضة:1  
19,2,4,18,2,469,354,600,0,246,246,354,600,0,0,342,6,6,354,0,True,18.18,20.56,2,0,1,1,3,1,4,0,1,0,0,0,0,122,0,0,2,2,1,1,35,138,25,0,0,2,1,حركة الشعب:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  حزب المبادرة:1  حركة نداء تونس:1  حركة النهضة:1  :  
19,2,4,18,1,469,345,600,3,256,259,343,602,2,2,298,32,13,343,0,False,19.00,21.30,2,0,2,2,1,1,1,1,1,1,1,0,1,98,1,0,3,0,2,0,31,116,23,0,3,4,3,حركة الشعب:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
19,2,3,17,1,51,26,100,0,74,74,26,100,0,0,25,0,1,26,0,True,1825,1853,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,1,0,0,10,6,0,0,0,0,:  
19,2,3,16,5,495,271,600,2,328,330,270,600,0,1,265,3,2,270,0,False,1815,2042,11,0,0,0,3,0,2,1,0,0,0,0,1,94,0,0,0,1,1,0,21,101,25,0,0,4,0,حركة النهضة:1  حركة الشعب:1  حركة نداء تونس:1  
19,2,3,16,4,496,311,600,1,288,289,311,600,0,0,309,0,2,311,0,False,1820,2033,3,0,1,1,2,0,2,0,1,0,0,1,3,122,0,0,1,0,0,1,20,125,21,1,2,1,1,حركة النهضة:1  حركة الشعب:1  المؤتمر من أجل الجمهورية:1  
19,2,3,16,3,496,349,600,0,251,251,349,600,0,0,341,6,2,349,0,False,18,"20,10",2,0,0,0,9,0,1,0,1,0,0,0,0,123,0,0,2,0,1,0,50,129,21,1,0,0,1,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  
19,2,3,16,2,496,400,600,1,199,200,400,600,0,0,386,3,11,400,0,True,1814,1954,5,2,0,2,0,0,3,1,0,2,2,0,2,100,2,1,3,1,2,0,77,143,37,0,0,1,0,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حركة الشعب:1  حركة نداء تونس:1  
19,2,3,16,1,496,354,600,0,246,246,354,600,0,0,307,22,25,354,0,False,1800,2043,8,0,1,0,4,1,3,2,2,2,0,1,1,95,1,1,8,1,3,2,18,93,43,3,0,9,5,حركة نداء تونس:1  حركة الشعب:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  
19,2,2,15,2,415,317,500,0,183,183,317,500,0,0,315,1,1,317,0,False,1820,2000,0,0,0,0,2,0,0,0,0,0,1,1,1,43,0,0,2,0,0,0,1,263,1,0,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  
19,2,2,15,1,416,367,500,0,133,133,367,500,0,0,359,2,6,367,0,True,1815,2000,4,1,0,0,0,2,0,0,2,1,0,0,2,33,1,1,3,1,0,0,0,294,11,0,0,3,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:  
19,2,2,14,2,453,310,600,1,290,291,309,600,0,1,305,2,2,309,0,False,1811,2000,6,0,0,0,0,0,1,0,0,0,0,0,3,69,0,0,1,0,0,1,3,217,3,1,0,0,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  :  
19,2,2,14,1,453,384,600,0,216,216,384,600,0,0,366,2,16,384,0,False,1800,2000,5,0,0,1,3,0,3,0,2,0,1,0,3,48,0,0,3,0,0,2,1,273,11,2,1,6,1,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  
19,2,2,13,5,526,349,600,1,250,251,349,600,0,0,347,0,2,349,0,True,"18,40",20,2,0,0,0,1,1,3,0,1,0,0,0,3,81,0,0,0,1,0,0,5,237,12,0,0,0,0,المؤتمر من أجل الجمهورية:  حركة النهضة:  
19,2,2,13,4,526,377,700,2,321,323,377,700,0,0,376,0,1,377,0,True,"18,15","20,35",2,0,0,0,0,0,4,0,1,0,0,0,0,76,0,0,0,0,0,0,7,277,9,0,0,0,0,حركة النهضة:  المؤتمر من أجل الجمهورية:  حركة نداء تونس:  
19,2,2,13,3,526,398,600,0,202,202,398,600,0,0,392,1,5,398,0,True,18.50,21.00,0,0,0,0,1,1,4,0,2,1,0,0,0,76,0,1,0,0,1,0,4,294,6,1,0,0,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  الجبهة الشعبية:1  العلم:  
19,2,2,13,2,526,466,700,0,234,234,466,700,0,0,457,4,5,466,0,True,1830,2030,4,0,1,1,2,1,16,1,1,1,2,0,0,65,0,1,2,2,2,1,8,336,7,1,0,2,0,الاصلاح و المصالحة:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  حركة النهضة:1  
19,2,2,13,1,526,449,700,0,251,251,449,700,0,0,424,9,16,449,0,True,18.30,21.00,1,1,1,1,3,5,9,0,5,0,0,1,3,63,0,3,2,8,2,1,11,278,13,1,4,6,2,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  
19,2,1,12,2,460,325,600,0,275,275,325,600,0,0,320,3,2,325,0,True,1815,1955,8,0,1,1,2,0,3,0,0,0,0,0,2,106,0,0,0,0,1,0,74,105,14,3,0,0,0,حركة نداء تونس:1  حركة الشعب:1  الاتحاد الوطني الحر:1  حزب المبادرة:1  حركة النهضة:1  
19,2,1,12,1,461,375,600,0,226,226,374,600,0,1,357,9,8,374,0,True,18.27,20.00,4,1,1,2,2,0,2,2,4,1,0,0,3,73,1,4,8,0,2,0,91,132,19,0,0,5,0,حركة نداء تونس:1  حركة النهضة:1  حركة الشعب:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  
19,2,1,11,4,490,303,600,0,297,297,303,600,0,0,297,2,4,303,0,True,1820,2020,10,0,0,0,0,2,3,0,0,0,0,0,5,79,0,0,0,0,0,0,79,108,11,0,0,0,0,حركة النهضة:1  حركة الشعب:1  حركة نداء تونس:1  
19,2,1,11,3,492,350,600,0,250,250,350,600,0,0,346,0,4,350,0,True,1828,2106,5,0,1,0,3,0,5,0,1,0,0,0,2,106,0,0,0,0,0,0,73,133,14,1,0,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة الشعب:1  حركة نداء تونس:1  
19,2,1,11,2,492,410,600,2,188,190,410,600,0,0,403,2,5,410,0,True,18h25,20h20,3,0,0,0,0,1,4,0,1,0,1,0,0,90,0,0,2,0,0,2,151,119,26,2,0,0,1,المؤتمر من أجل الجمهورية:1  حركة الشعب:1  حركة النهضة:1  حركة نداء تونس:1  
19,2,1,11,1,492,390,600,0,211,211,389,600,0,1,359,11,19,389,0,True,1810,2053,6,1,1,0,4,2,6,0,5,1,1,2,1,95,1,0,8,6,1,1,68,100,37,2,1,6,3,حركة الشعب:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  
19,2,1,10,4,548,328,700,1,371,372,328,700,0,0,325,1,2,328,0,True,1821,2001,12,1,2,0,2,0,6,1,2,0,0,0,2,95,0,1,1,0,0,0,80,93,21,1,0,5,0,حركة نداء تونس:1  حركة النهضة:1  حركة الشعب:1  
19,2,1,10,3,551,414,700,1,285,286,414,700,0,0,406,7,1,414,0,True,18:25,21,6,0,0,0,4,0,3,0,0,1,0,0,1,108,0,1,1,2,0,0,121,143,13,1,0,1,0,حركة الشعب:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  
19,2,1,10,2,551,475,700,0,225,225,475,700,0,0,463,3,9,475,0,False,18.00,21.00,12,1,0,0,3,3,4,0,1,0,0,0,1,78,0,1,6,2,0,1,167,157,23,0,0,3,0,حركة الشعب:1  حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  
19,2,1,10,1,551,427,700,0,273,273,427,700,0,0,403,18,6,427,0,True,1830,2030,6,1,2,1,4,1,5,3,5,5,1,1,1,67,3,3,7,4,2,3,119,109,36,0,2,9,3,حركة نداء تونس:1  حركة الشعب:1  المؤتمر من أجل الجمهورية:1  
